"name","city","income","credit_score","loan_amount","years_employed","points","loan_approved","credit_category","employment_level","loan_to_income","debt_burden_category","high_loan"
"Mrs. Chelsea Villa","Gibsonside",113611,583,34496,36,65,TRUE,"Fair","Senior (26+ yrs)",0.3036325707898,"Moderate (20-40%)",FALSE
"Derek Jarvis","Larsonfort",63289,747,26354,20,70,TRUE,"Excellent","Mid (11-25 yrs)",0.41640727456588,"High (≥40%)",FALSE
"Christopher Ward","North Melanieview",90236,410,36945,34,40,FALSE,"Poor","Senior (26+ yrs)",0.409426393013875,"High (≥40%)",FALSE
"Richard Frost","Harrisshire",63466,361,1645,7,45,FALSE,"Poor","Entry (0-10 yrs)",0.0259193899095579,"Low (<20%)",FALSE
"Marcus Ramirez","Allenbury",117404,573,37216,22,50,FALSE,"Poor","Mid (11-25 yrs)",0.316990903206024,"Moderate (20-40%)",FALSE
"Brittany Spencer","Kathrynburgh",31231,692,14313,34,50,FALSE,"Good","Senior (26+ yrs)",0.458294643143031,"High (≥40%)",FALSE
"Tiffany Davis","Lisaville",147821,397,17134,26,55,FALSE,"Poor","Senior (26+ yrs)",0.115910459271687,"Low (<20%)",FALSE
"Joe Martin","East Joshua",135464,303,16648,19,55,FALSE,"Poor","Mid (11-25 yrs)",0.122896120002362,"Low (<20%)",FALSE
"Scott Atkinson","Lewisville",90981,383,27773,28,45,FALSE,"Poor","Senior (26+ yrs)",0.305261538123344,"Moderate (20-40%)",FALSE
"Patrick Cruz","Johnsonview",148123,510,45126,31,50,FALSE,"Poor","Senior (26+ yrs)",0.304652214713448,"Moderate (20-40%)",TRUE
"Shaun Peterson","South Williamfurt",67700,752,40751,13,70,TRUE,"Excellent","Mid (11-25 yrs)",0.601935007385524,"High (≥40%)",TRUE
"Michael Burke","Jacksonfurt",118815,512,15282,20,55,FALSE,"Poor","Mid (11-25 yrs)",0.128620123721752,"Low (<20%)",FALSE
"Donald Espinoza","South Caroline",101643,780,2590,36,95,TRUE,"Excellent","Senior (26+ yrs)",0.0254813415581988,"Low (<20%)",FALSE
"Michael Chavez","South Ashleystad",50706,690,2343,31,75,TRUE,"Good","Senior (26+ yrs)",0.0462075494024376,"Low (<20%)",FALSE
"Jeremy Coleman","Scottbury",39681,575,25025,16,25,FALSE,"Poor","Mid (11-25 yrs)",0.630654469393412,"High (≥40%)",FALSE
"Christopher Nash","Port Barry",87898,690,24892,3,60,TRUE,"Good","Entry (0-10 yrs)",0.28319188149901,"Moderate (20-40%)",FALSE
"Ann Moon","New Heatherton",75293,556,6194,33,55,FALSE,"Poor","Senior (26+ yrs)",0.0822652836253038,"Low (<20%)",FALSE
"Jody Carter","Ramirezburgh",107014,534,27834,19,50,FALSE,"Poor","Mid (11-25 yrs)",0.260096809763209,"Moderate (20-40%)",FALSE
"Austin Wiggins","New Diamondburgh",69210,595,36909,30,50,FALSE,"Fair","Senior (26+ yrs)",0.533289986996099,"High (≥40%)",FALSE
"Stephanie Young","New Jennifer",113746,368,7652,17,60,TRUE,"Poor","Mid (11-25 yrs)",0.0672726953035711,"Low (<20%)",FALSE
"Philip Cummings","New Sarah",85615,551,1573,20,55,FALSE,"Poor","Mid (11-25 yrs)",0.0183729486655376,"Low (<20%)",FALSE
"Pamela Palmer","New Williamton",120480,703,9844,10,85,TRUE,"Good","Entry (0-10 yrs)",0.0817065073041169,"Low (<20%)",FALSE
"Christopher Anderson","Audreyview",62780,773,17108,29,75,TRUE,"Excellent","Senior (26+ yrs)",0.272507167887862,"Moderate (20-40%)",FALSE
"Brian Wright","North Tonyaberg",89878,300,19822,29,50,FALSE,"Poor","Senior (26+ yrs)",0.220543403280002,"Moderate (20-40%)",FALSE
"Katherine Webster","Onealmouth",140795,832,24195,38,95,TRUE,"Excellent","Senior (26+ yrs)",0.171845591107639,"Low (<20%)",FALSE
"Sara Sullivan","Alexandrachester",69599,470,33974,31,35,FALSE,"Poor","Senior (26+ yrs)",0.488139197402262,"High (≥40%)",FALSE
"Andrew Jones","Meaganville",56111,722,26072,24,60,TRUE,"Good","Mid (11-25 yrs)",0.464650425050347,"High (≥40%)",FALSE
"Alexander Freeman","East Ryanberg",80422,760,39694,8,70,TRUE,"Excellent","Entry (0-10 yrs)",0.493571410807988,"High (≥40%)",FALSE
"Elizabeth Sanchez","East Rebeccaview",141848,798,27164,29,90,TRUE,"Excellent","Senior (26+ yrs)",0.191500761378377,"Low (<20%)",FALSE
"Jacqueline Harris","South Susan",93335,551,10537,40,50,FALSE,"Poor","Senior (26+ yrs)",0.112894412599775,"Low (<20%)",FALSE
"Elizabeth Brown","Blankenshipchester",43979,379,40206,18,25,FALSE,"Poor","Mid (11-25 yrs)",0.914209054321381,"High (≥40%)",TRUE
"Jose Woods","Jonesmouth",61091,498,21338,32,40,FALSE,"Poor","Senior (26+ yrs)",0.349282218330032,"Moderate (20-40%)",FALSE
"Willie Thomas","Brianhaven",79986,523,42331,33,40,FALSE,"Poor","Senior (26+ yrs)",0.529230115270172,"High (≥40%)",TRUE
"Jerry Cook","Reedmouth",104963,591,25115,3,60,TRUE,"Fair","Entry (0-10 yrs)",0.239274792069586,"Moderate (20-40%)",FALSE
"Laurie Stephenson","Hamiltonhaven",77049,337,44667,35,40,FALSE,"Poor","Senior (26+ yrs)",0.579721995094031,"High (≥40%)",TRUE
"Lacey Jones","Port Nicholas",105341,750,48936,40,80,TRUE,"Excellent","Senior (26+ yrs)",0.46454846640909,"High (≥40%)",TRUE
"Charles Herman","New Patrickfurt",68780,525,3745,2,40,FALSE,"Poor","Entry (0-10 yrs)",0.0544489677231753,"Low (<20%)",FALSE
"Troy Lee","South Lauren",121655,455,28978,35,55,FALSE,"Poor","Senior (26+ yrs)",0.238198183387448,"Moderate (20-40%)",FALSE
"Wanda Clark","East Micheleview",68696,794,5331,14,85,TRUE,"Excellent","Mid (11-25 yrs)",0.077602771631536,"Low (<20%)",FALSE
"William Buckley","Wilsonmouth",32875,650,41422,23,40,FALSE,"Fair","Mid (11-25 yrs)",1.25998479087452,"High (≥40%)",TRUE
"Tina Scott","Crystalmouth",138794,839,11197,37,100,TRUE,"Excellent","Senior (26+ yrs)",0.0806735161462311,"Low (<20%)",FALSE
"Diana Wheeler","East Lisa",116275,744,32679,17,85,TRUE,"Excellent","Mid (11-25 yrs)",0.281049236723285,"Moderate (20-40%)",FALSE
"Jordan Porter","Williamsshire",81879,607,17884,6,60,TRUE,"Fair","Entry (0-10 yrs)",0.218419863457052,"Moderate (20-40%)",FALSE
"Kristen Richard","East Steven",65976,456,7461,34,45,FALSE,"Poor","Senior (26+ yrs)",0.113086576937068,"Low (<20%)",FALSE
"Jennifer Ross","Kerrybury",31061,466,41832,30,25,FALSE,"Poor","Senior (26+ yrs)",1.34676926048743,"High (≥40%)",TRUE
"Mary Hampton","South Richardchester",104177,457,28146,30,50,FALSE,"Poor","Senior (26+ yrs)",0.270174798659973,"Moderate (20-40%)",FALSE
"Felicia Wood","Joefort",143386,705,39562,13,75,TRUE,"Good","Mid (11-25 yrs)",0.275912571659716,"Moderate (20-40%)",FALSE
"Samuel Mitchell","West Erik",119889,634,39892,24,65,TRUE,"Fair","Mid (11-25 yrs)",0.332741118868287,"Moderate (20-40%)",FALSE
"Ashlee Miller","East Amberfort",132014,394,46703,9,45,FALSE,"Poor","Entry (0-10 yrs)",0.353773084672838,"Moderate (20-40%)",TRUE
"April Thompson MD","Erikastad",127605,389,3649,10,60,TRUE,"Poor","Entry (0-10 yrs)",0.0285960581481917,"Low (<20%)",FALSE
"Erin Williams","North Christinaborough",36428,474,26615,31,25,FALSE,"Poor","Senior (26+ yrs)",0.730619303832217,"High (≥40%)",FALSE
"Kevin Gilbert","Port Cheyenneberg",149356,366,31299,38,55,FALSE,"Poor","Senior (26+ yrs)",0.209559709686923,"Moderate (20-40%)",FALSE
"Brooke Parsons","South Catherineport",109482,332,26781,21,55,FALSE,"Poor","Mid (11-25 yrs)",0.244615553241629,"Moderate (20-40%)",FALSE
"Melissa Patrick","Stephanieport",127671,600,43827,25,65,TRUE,"Fair","Mid (11-25 yrs)",0.343280776370515,"Moderate (20-40%)",TRUE
"Timothy Bauer","Elizabethborough",95107,546,31230,9,40,FALSE,"Poor","Entry (0-10 yrs)",0.328366997171607,"Moderate (20-40%)",FALSE
"Brittany Bolton","East Jennifer",139161,589,22805,20,70,TRUE,"Fair","Mid (11-25 yrs)",0.163874936224948,"Low (<20%)",FALSE
"Michelle Graham","Lake Elizabethside",148509,609,47472,13,65,TRUE,"Fair","Mid (11-25 yrs)",0.319657394501343,"Moderate (20-40%)",TRUE
"Mary Diaz","Leeland",148349,350,3056,16,60,TRUE,"Poor","Mid (11-25 yrs)",0.0206000714531274,"Low (<20%)",FALSE
"Robert Ford","Bowersmouth",67512,760,9709,20,80,TRUE,"Excellent","Mid (11-25 yrs)",0.143811470553383,"Low (<20%)",FALSE
"Michelle Barrett","North Misty",131677,468,17423,26,55,FALSE,"Poor","Senior (26+ yrs)",0.132316197969273,"Low (<20%)",FALSE
"Shawn Cook","East Johnfort",134708,584,14255,11,70,TRUE,"Fair","Mid (11-25 yrs)",0.105821480535677,"Low (<20%)",FALSE
"Randy Welch","Laurenstad",60162,645,1179,6,60,TRUE,"Fair","Entry (0-10 yrs)",0.0195970878627705,"Low (<20%)",FALSE
"Dr. Jonathan Clark","Erinhaven",109569,580,35791,25,65,TRUE,"Fair","Mid (11-25 yrs)",0.326652611596346,"Moderate (20-40%)",FALSE
"Wendy Salazar","South Kayla",135110,340,30815,37,55,FALSE,"Poor","Senior (26+ yrs)",0.228073421656428,"Moderate (20-40%)",FALSE
"Kimberly Campos","West Marvinchester",76179,364,32097,26,40,FALSE,"Poor","Senior (26+ yrs)",0.421336588823692,"High (≥40%)",FALSE
"Suzanne Lynch","West Mary",58705,528,30443,16,35,FALSE,"Poor","Mid (11-25 yrs)",0.518575930499957,"High (≥40%)",FALSE
"Matthew Williams","Lake Rebecca",113442,560,26874,16,55,FALSE,"Poor","Mid (11-25 yrs)",0.236896387581319,"Moderate (20-40%)",FALSE
"Daryl Walker","Allentown",54920,740,4130,4,75,TRUE,"Excellent","Entry (0-10 yrs)",0.0752002913328478,"Low (<20%)",FALSE
"Denise Olsen","Smithport",111381,352,33547,37,50,FALSE,"Poor","Senior (26+ yrs)",0.301191406074645,"Moderate (20-40%)",FALSE
"Matthew Roberts","Port Jimmyfurt",62850,636,12615,34,60,TRUE,"Fair","Senior (26+ yrs)",0.200715990453461,"Moderate (20-40%)",FALSE
"Alexis Jordan","Deborahfort",118835,321,7518,8,55,FALSE,"Poor","Entry (0-10 yrs)",0.0632641898430597,"Low (<20%)",FALSE
"Monique Jackson","Emilychester",129035,465,28947,13,55,FALSE,"Poor","Mid (11-25 yrs)",0.224334482892239,"Moderate (20-40%)",FALSE
"Heather Hubbard","Kyleside",124493,370,5995,9,55,FALSE,"Poor","Entry (0-10 yrs)",0.048155317969685,"Low (<20%)",FALSE
"Sarah Smith","North Kimberly",130593,576,12729,7,55,FALSE,"Poor","Entry (0-10 yrs)",0.0974707679584664,"Low (<20%)",FALSE
"Gail Mason","Dixonfort",116400,584,6457,22,75,TRUE,"Fair","Mid (11-25 yrs)",0.0554725085910653,"Low (<20%)",FALSE
"Heather Hughes","New Sierra",119241,318,41654,5,45,FALSE,"Poor","Entry (0-10 yrs)",0.349326154594477,"Moderate (20-40%)",TRUE
"Carla Peterson DDS","South Vickie",139882,659,2952,21,75,TRUE,"Fair","Mid (11-25 yrs)",0.021103501522712,"Low (<20%)",FALSE
"Rebecca Reynolds","Lewisborough",47927,795,39427,4,50,FALSE,"Excellent","Entry (0-10 yrs)",0.822646942224633,"High (≥40%)",FALSE
"Natasha Davenport","Grantmouth",112345,696,22116,23,80,TRUE,"Good","Mid (11-25 yrs)",0.196857893097156,"Low (<20%)",FALSE
"Andrew Chavez","New Michaelstad",42735,646,28232,0,25,FALSE,"Fair","Entry (0-10 yrs)",0.660629460629461,"High (≥40%)",FALSE
"Shannon Miller","New Abigailville",148410,439,32026,31,55,FALSE,"Poor","Senior (26+ yrs)",0.215794083956607,"Moderate (20-40%)",FALSE
"Kristen Juarez","New Lisamouth",112242,551,21451,34,55,FALSE,"Poor","Senior (26+ yrs)",0.191113843302863,"Low (<20%)",FALSE
"Elaine Trevino","West Elizabethberg",114717,564,25876,9,50,FALSE,"Poor","Entry (0-10 yrs)",0.225563778690168,"Moderate (20-40%)",FALSE
"Samuel Zavala","Charlesport",35167,607,27664,1,25,FALSE,"Fair","Entry (0-10 yrs)",0.786646572070407,"High (≥40%)",FALSE
"Dustin Lopez","Port Derrickhaven",70492,402,24758,7,35,FALSE,"Poor","Entry (0-10 yrs)",0.351217159393974,"Moderate (20-40%)",FALSE
"Dennis Cook","East Barbarashire",133364,380,16172,3,45,FALSE,"Poor","Entry (0-10 yrs)",0.121262109714766,"Low (<20%)",FALSE
"Ryan Pierce","Port Jennifershire",87779,604,37199,19,55,FALSE,"Fair","Mid (11-25 yrs)",0.42378017521275,"High (≥40%)",FALSE
"Jamie Galvan","Samanthachester",34373,395,44115,21,25,FALSE,"Poor","Mid (11-25 yrs)",1.28342012626189,"High (≥40%)",TRUE
"Leah Rodriguez","Williamsstad",105965,715,36518,6,70,TRUE,"Good","Entry (0-10 yrs)",0.344623224649648,"Moderate (20-40%)",FALSE
"Kevin Hoffman","North Matthew",77823,489,43499,36,40,FALSE,"Poor","Senior (26+ yrs)",0.55894786888195,"High (≥40%)",TRUE
"Ashley Burnett","Robinsonberg",125991,473,49356,32,50,FALSE,"Poor","Senior (26+ yrs)",0.391742267304807,"Moderate (20-40%)",TRUE
"Jason Maldonado","Barbaraborough",47224,804,36885,15,65,TRUE,"Excellent","Mid (11-25 yrs)",0.781064712857869,"High (≥40%)",FALSE
"Daniel Estrada","Port Allison",41813,652,9926,25,50,FALSE,"Fair","Mid (11-25 yrs)",0.237390285317963,"Moderate (20-40%)",FALSE
"Jennifer Lane","Johnville",149226,730,17711,38,80,TRUE,"Good","Senior (26+ yrs)",0.118685751812687,"Low (<20%)",FALSE
"Dr. Jared Lee III","New Jack",68680,422,44976,15,35,FALSE,"Poor","Mid (11-25 yrs)",0.654863133372161,"High (≥40%)",TRUE
"Andrew Bolton","Lake Charlesfurt",72823,436,15295,17,45,FALSE,"Poor","Mid (11-25 yrs)",0.210029798278017,"Moderate (20-40%)",FALSE
"Laura Pearson","Port Heatherchester",127973,409,23371,13,55,FALSE,"Poor","Mid (11-25 yrs)",0.182624459846999,"Low (<20%)",FALSE
"Charles Wong","Port Miguelchester",84460,687,44222,33,65,TRUE,"Good","Senior (26+ yrs)",0.523585129055174,"High (≥40%)",TRUE
"Jill Harris","East Paul",53021,492,44637,15,35,FALSE,"Poor","Mid (11-25 yrs)",0.841873974462949,"High (≥40%)",TRUE
"Travis Kim III","Fordton",56318,361,31064,33,35,FALSE,"Poor","Senior (26+ yrs)",0.551582087432082,"High (≥40%)",FALSE
"Jason Keith","West Joshua",47322,736,1902,30,65,TRUE,"Good","Senior (26+ yrs)",0.0401927222010904,"Low (<20%)",FALSE
"Kendra Willis","Kevinbury",133089,760,14167,17,90,TRUE,"Excellent","Mid (11-25 yrs)",0.106447565163161,"Low (<20%)",FALSE
"Tracey Nelson","Walkerberg",100701,317,16363,31,55,FALSE,"Poor","Senior (26+ yrs)",0.162490938520968,"Low (<20%)",FALSE
"William Arnold","North Joseph",144879,679,35211,16,80,TRUE,"Good","Mid (11-25 yrs)",0.243037293189489,"Moderate (20-40%)",FALSE
"Denise Barrett","Julietown",77953,364,38169,6,35,FALSE,"Poor","Entry (0-10 yrs)",0.489641194052827,"High (≥40%)",FALSE
"Douglas Pacheco","Lake Tyler",99579,841,1220,9,90,TRUE,"Excellent","Entry (0-10 yrs)",0.012251579148214,"Low (<20%)",FALSE
"Erin Norris","Bradleytown",95771,792,13675,11,85,TRUE,"Excellent","Mid (11-25 yrs)",0.1427885267983,"Low (<20%)",FALSE
"Eric Duran","Heatherview",149732,504,42212,25,50,FALSE,"Poor","Mid (11-25 yrs)",0.281917025084818,"Moderate (20-40%)",TRUE
"Toni Cunningham","Codyfort",65720,500,17048,20,40,FALSE,"Poor","Mid (11-25 yrs)",0.259403530127815,"Moderate (20-40%)",FALSE
"George Ruiz","New Mathew",138851,533,29234,35,55,FALSE,"Poor","Senior (26+ yrs)",0.21054223592196,"Moderate (20-40%)",FALSE
"Billy Cunningham","East Robert",51567,344,14432,29,40,FALSE,"Poor","Senior (26+ yrs)",0.279868908410418,"Moderate (20-40%)",FALSE
"Zachary Jones","Higginsbury",63681,519,15317,23,45,FALSE,"Poor","Mid (11-25 yrs)",0.24052700177447,"Moderate (20-40%)",FALSE
"David Hull","Martinezview",149806,760,14702,5,90,TRUE,"Excellent","Entry (0-10 yrs)",0.0981402614047501,"Low (<20%)",FALSE
"David Wilson","Kylieside",138093,546,3894,30,60,TRUE,"Poor","Senior (26+ yrs)",0.0281983880428407,"Low (<20%)",FALSE
"Kimberly Sandoval","Port Tracyborough",93156,721,22675,6,70,TRUE,"Good","Entry (0-10 yrs)",0.243408905491863,"Moderate (20-40%)",FALSE
"Kevin Buckley","Aaronstad",135708,665,30645,35,70,TRUE,"Fair","Senior (26+ yrs)",0.225815721991334,"Moderate (20-40%)",FALSE
"Alyssa Davis","Lake Joshuaburgh",68684,460,16349,2,35,FALSE,"Poor","Entry (0-10 yrs)",0.238032147224972,"Moderate (20-40%)",FALSE
"Christina Clark","West Steven",127853,760,15786,39,90,TRUE,"Excellent","Senior (26+ yrs)",0.123469922489109,"Low (<20%)",FALSE
"Bruce Barr","West Courtney",144084,606,46007,27,65,TRUE,"Fair","Senior (26+ yrs)",0.319306793259488,"Moderate (20-40%)",TRUE
"Arthur Santana","Grayburgh",74396,683,3302,34,75,TRUE,"Good","Senior (26+ yrs)",0.0443841066724017,"Low (<20%)",FALSE
"Ryan Fisher","Port Ericland",135412,457,28200,6,50,FALSE,"Poor","Entry (0-10 yrs)",0.208253330576315,"Moderate (20-40%)",FALSE
"Michael Martin","Oliviaburgh",45095,845,44287,36,65,TRUE,"Excellent","Senior (26+ yrs)",0.982082270761725,"High (≥40%)",TRUE
"Jerry Jackson","Ramirezview",91385,519,49065,1,25,FALSE,"Poor","Entry (0-10 yrs)",0.536904305958308,"High (≥40%)",TRUE
"Edward Barton","Hoshire",39869,418,46515,8,20,FALSE,"Poor","Entry (0-10 yrs)",1.16669592916803,"High (≥40%)",TRUE
"Crystal Graves","New Timothyshire",48449,438,4462,33,40,FALSE,"Poor","Senior (26+ yrs)",0.0920968441041095,"Low (<20%)",FALSE
"Shawn Lindsey","North William",128848,375,16826,34,55,FALSE,"Poor","Senior (26+ yrs)",0.130587979634919,"Low (<20%)",FALSE
"Gina Medina","Joseside",59571,439,12685,2,35,FALSE,"Poor","Entry (0-10 yrs)",0.212939181816656,"Moderate (20-40%)",FALSE
"Samuel Harris","Lake Daisy",142740,830,10687,39,100,TRUE,"Excellent","Senior (26+ yrs)",0.0748703937228527,"Low (<20%)",FALSE
"Javier Schultz","Lake Kathleenmouth",118647,468,45652,17,50,FALSE,"Poor","Mid (11-25 yrs)",0.384771633501058,"Moderate (20-40%)",TRUE
"Gail Johnson MD","Port Elizabethtown",124924,331,6481,20,60,TRUE,"Poor","Mid (11-25 yrs)",0.0518795427619993,"Low (<20%)",FALSE
"Patrick Walsh","North Haileyfort",118395,400,29768,34,50,FALSE,"Poor","Senior (26+ yrs)",0.251429536720301,"Moderate (20-40%)",FALSE
"Amy Mccoy","Lake Edwardstad",82089,620,25841,7,55,FALSE,"Fair","Entry (0-10 yrs)",0.314792481331238,"Moderate (20-40%)",FALSE
"Kathy Roberts","Joseland",140853,451,40344,36,50,FALSE,"Poor","Senior (26+ yrs)",0.286426274200762,"Moderate (20-40%)",TRUE
"Donna Boyd","East Gregoryport",135458,813,41740,2,80,TRUE,"Excellent","Entry (0-10 yrs)",0.308139792407979,"Moderate (20-40%)",TRUE
"John Hunter","Johnsonton",103048,302,44387,16,45,FALSE,"Poor","Mid (11-25 yrs)",0.430741013896437,"High (≥40%)",TRUE
"Jamie Fields","West Jenniferview",77942,842,10827,25,90,TRUE,"Excellent","Mid (11-25 yrs)",0.138910985091478,"Low (<20%)",FALSE
"Bryce Gutierrez","Williammouth",41836,678,44340,3,40,FALSE,"Good","Entry (0-10 yrs)",1.0598527583899,"High (≥40%)",TRUE
"Roberto Glover","Blairside",133636,340,41961,30,50,FALSE,"Poor","Senior (26+ yrs)",0.313994731958454,"Moderate (20-40%)",TRUE
"Daniel Ortiz","Montgomerytown",81717,838,13108,8,85,TRUE,"Excellent","Entry (0-10 yrs)",0.160407259199432,"Low (<20%)",FALSE
"Derek Williams","Port Peterhaven",31824,427,37424,33,25,FALSE,"Poor","Senior (26+ yrs)",1.17596782302665,"High (≥40%)",FALSE
"Deborah Quinn","New Stacy",64663,810,17319,33,80,TRUE,"Excellent","Senior (26+ yrs)",0.267834774136678,"Moderate (20-40%)",FALSE
"Nathan Lopez","South Josephberg",100329,367,10273,25,55,FALSE,"Poor","Mid (11-25 yrs)",0.102393126613442,"Low (<20%)",FALSE
"Elizabeth Jackson","Rickeyburgh",46199,321,16906,26,30,FALSE,"Poor","Senior (26+ yrs)",0.365938656680881,"Moderate (20-40%)",FALSE
"Bianca Bowen","Lewisport",89609,557,6384,29,55,FALSE,"Poor","Senior (26+ yrs)",0.0712428439107679,"Low (<20%)",FALSE
"Samantha Carter","Moorestad",78311,597,3773,11,70,TRUE,"Fair","Mid (11-25 yrs)",0.0481796937850366,"Low (<20%)",FALSE
"Daryl Lowe","Amyburgh",118188,600,13561,1,55,FALSE,"Fair","Entry (0-10 yrs)",0.11474092124412,"Low (<20%)",FALSE
"Julie Parker","Michellehaven",128174,843,34109,1,75,TRUE,"Excellent","Entry (0-10 yrs)",0.266114812676518,"Moderate (20-40%)",FALSE
"Monica Richardson","Port Toni",118125,639,48546,8,55,FALSE,"Fair","Entry (0-10 yrs)",0.410971428571429,"High (≥40%)",TRUE
"Ronald Brown","Benjaminton",64362,598,16651,13,55,FALSE,"Fair","Mid (11-25 yrs)",0.258708554737267,"Moderate (20-40%)",FALSE
"Christine Hubbard","Jameshaven",106619,563,39477,20,50,FALSE,"Poor","Mid (11-25 yrs)",0.370262335981392,"Moderate (20-40%)",FALSE
"Barbara Chandler","Port Curtis",79941,396,47616,38,40,FALSE,"Poor","Senior (26+ yrs)",0.595639283971929,"High (≥40%)",TRUE
"John Johns","New Brandonborough",137795,546,39883,5,45,FALSE,"Poor","Entry (0-10 yrs)",0.289437207445843,"Moderate (20-40%)",FALSE
"Christina Robinson","Schneiderbury",113695,340,27650,2,45,FALSE,"Poor","Entry (0-10 yrs)",0.243194511631998,"Moderate (20-40%)",FALSE
"Tina Hull","Changmouth",78689,698,7246,29,80,TRUE,"Good","Senior (26+ yrs)",0.0920840269923369,"Low (<20%)",FALSE
"Shannon Maxwell","North Rhondaborough",44201,327,2926,37,40,FALSE,"Poor","Senior (26+ yrs)",0.0661975973394267,"Low (<20%)",FALSE
"Richard Rodriguez","Port Carla",118452,313,17016,24,55,FALSE,"Poor","Mid (11-25 yrs)",0.143653125316584,"Low (<20%)",FALSE
"Mark Jimenez","Mackenzieville",60647,725,1201,39,75,TRUE,"Good","Senior (26+ yrs)",0.01980312299042,"Low (<20%)",FALSE
"Jenna Lynch","Denniston",91797,378,21396,38,50,FALSE,"Poor","Senior (26+ yrs)",0.233079512402366,"Moderate (20-40%)",FALSE
"Bryce Fox","Danielport",33280,531,16161,25,25,FALSE,"Poor","Mid (11-25 yrs)",0.485606971153846,"High (≥40%)",FALSE
"Grace Johnson","Port Wendy",111205,499,12180,10,55,FALSE,"Poor","Entry (0-10 yrs)",0.109527449305337,"Low (<20%)",FALSE
"Jerry Rogers","Jonesview",145898,337,46574,18,50,FALSE,"Poor","Mid (11-25 yrs)",0.319223018821368,"Moderate (20-40%)",TRUE
"Joshua Shepard","Port Michaeltown",103584,645,16574,31,70,TRUE,"Fair","Senior (26+ yrs)",0.160005406240346,"Low (<20%)",FALSE
"Jessica Burch","New Heatherville",72992,431,28952,1,25,FALSE,"Poor","Entry (0-10 yrs)",0.396646207803595,"Moderate (20-40%)",FALSE
"Terri Golden","New Nicolestad",149964,699,27072,38,80,TRUE,"Good","Senior (26+ yrs)",0.180523325598144,"Low (<20%)",FALSE
"Seth Johnson","Lake Stanley",109964,628,49834,13,60,TRUE,"Fair","Mid (11-25 yrs)",0.453184678622094,"High (≥40%)",TRUE
"Christopher Robinson","Michaelchester",59015,821,37063,11,75,TRUE,"Excellent","Mid (11-25 yrs)",0.628026772854359,"High (≥40%)",FALSE
"Brian Sims","Colemanside",114889,446,41709,13,50,FALSE,"Poor","Mid (11-25 yrs)",0.36303736650158,"Moderate (20-40%)",TRUE
"Dr. Donna Mccarty","East Kevinside",38285,305,35590,28,25,FALSE,"Poor","Senior (26+ yrs)",0.929606895651038,"High (≥40%)",FALSE
"Grace Young","South Brandon",113283,539,43279,23,50,FALSE,"Poor","Mid (11-25 yrs)",0.382043201539507,"Moderate (20-40%)",TRUE
"Becky Garcia","Shannontown",137984,348,34252,23,55,FALSE,"Poor","Mid (11-25 yrs)",0.24823167903525,"Moderate (20-40%)",FALSE
"Lauren Brown MD","North Jennifer",90852,763,17727,37,85,TRUE,"Excellent","Senior (26+ yrs)",0.195119535068023,"Low (<20%)",FALSE
"Jennifer Harper","Wangshire",149195,684,44042,18,75,TRUE,"Good","Mid (11-25 yrs)",0.295197560239954,"Moderate (20-40%)",TRUE
"Maria Malone","Davishaven",121891,602,10514,34,75,TRUE,"Fair","Senior (26+ yrs)",0.0862573939011084,"Low (<20%)",FALSE
"Lauren Walsh","East Mark",69608,405,20294,1,25,FALSE,"Poor","Entry (0-10 yrs)",0.291546948626595,"Moderate (20-40%)",FALSE
"Stacy Hudson","East Pamela",115097,410,13121,14,55,FALSE,"Poor","Mid (11-25 yrs)",0.113999496077222,"Low (<20%)",FALSE
"Charles Costa","Elliottton",83516,717,41777,1,50,FALSE,"Good","Entry (0-10 yrs)",0.500227501317113,"High (≥40%)",TRUE
"Kara Sanders MD","Comptontown",45292,752,12397,13,65,TRUE,"Excellent","Mid (11-25 yrs)",0.273712796961936,"Moderate (20-40%)",FALSE
"Tommy Ramsey","West Elizabeth",48320,670,43610,15,50,FALSE,"Good","Mid (11-25 yrs)",0.902524834437086,"High (≥40%)",TRUE
"Kelly Sandoval","Port Loriport",35943,303,23589,26,25,FALSE,"Poor","Senior (26+ yrs)",0.656289124447041,"High (≥40%)",FALSE
"Autumn Thomas","Petersonside",34877,450,27622,37,25,FALSE,"Poor","Senior (26+ yrs)",0.791983255440548,"High (≥40%)",FALSE
"Kimberly Thomas","Claytonside",69893,691,38546,24,60,TRUE,"Good","Mid (11-25 yrs)",0.551500150229637,"High (≥40%)",FALSE
"Mark Mclean","North Anna",94569,736,7439,9,75,TRUE,"Good","Entry (0-10 yrs)",0.078662140870687,"Low (<20%)",FALSE
"Renee Edwards","Tinaville",45220,557,13585,17,30,FALSE,"Poor","Mid (11-25 yrs)",0.300420168067227,"Moderate (20-40%)",FALSE
"Chase Matthews","Melissaview",42739,341,2930,10,40,FALSE,"Poor","Entry (0-10 yrs)",0.0685556517466483,"Low (<20%)",FALSE
"Danny Smith","Burkefurt",60775,364,4614,7,45,FALSE,"Poor","Entry (0-10 yrs)",0.0759193747429042,"Low (<20%)",FALSE
"Pamela Gordon","North Elizabethmouth",146294,326,4140,4,50,FALSE,"Poor","Entry (0-10 yrs)",0.0282991783668503,"Low (<20%)",FALSE
"Anthony Wong","West Crystalland",100457,629,4560,29,75,TRUE,"Fair","Senior (26+ yrs)",0.0453925560189932,"Low (<20%)",FALSE
